# Exported: 2026-04-06 | Filters: None (all vulnerabilities)
CVE,Severity,KEV,Status,Server,Package,Version,Fixed Version,First Detected,Last Seen,Fixed Date,Scanner
CVE-2024-50103,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50101,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50099,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50098,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50096,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50095,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50093,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50086,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50085,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50083,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50082,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50074,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50073,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-151.161,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50072,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50067,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-164.174,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50063,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50062,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50061,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50060,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50059,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50058,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50057,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50056,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50055,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50051,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50049,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50048,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50046,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50045,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50044,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50041,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50040,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50039,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50038,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50036,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50035,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50034,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50033,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50031,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50028,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50024,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50019,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50017,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50015,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50014,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50013,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50012,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50008,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50007,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50006,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50003,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50002,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50001,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50000,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49998,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49997,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49996,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49994,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49992,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49991,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49990,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49989,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-144.157,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49988,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49987,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49985,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49983,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49982,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49981,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49978,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49977,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49975,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49974,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49973,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49970,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49969,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49966,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49963,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49962,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49960,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-144.157,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49959,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49957,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49955,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49954,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49952,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49950,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49949,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49948,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49946,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49945,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49944,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49940,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49939,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49938,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49936,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49935,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49933,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49932,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49931,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49930,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49929,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49928,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49927,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49925,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49924,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49923,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49922,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49921,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49920,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49919,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49918,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49917,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49916,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49915,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49914,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49913,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49912,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49911,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49910,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49909,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49908,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49907,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49906,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49905,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49904,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49902,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49901,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49900,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49899,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49898,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49896,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49895,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49894,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49893,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49892,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49891,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49890,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49889,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49888,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49886,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49884,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49882,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49881,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49880,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49879,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49878,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49877,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49875,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49871,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49870,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49868,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49867,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49866,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49863,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49861,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49860,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49859,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49858,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49856,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49855,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49852,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49851,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49571,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49569,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-49568,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-48881,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-48875,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-48873,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-47809,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-47794,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2024-47757,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-47756,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
CVE-2024-47749,MEDIUM,No,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-127.137,6 abr 2026,6 abr 2026,,trivy
